Source,Target,Type,Id,Label,Weight
37,5.625,Directed,8944,,1
38,34,Directed,8946,,6
38,12.375,Directed,8950,,4
14,38,Directed,8958,,2
14,18.75,Directed,8961,,3
14,18.375,Directed,8962,,1
14,60.10397727,Directed,8963,,1
9,21.75,Directed,8967,,13
9,21.375,Directed,8968,,1
44,15.25,Directed,8973,,10
44,14.875,Directed,8974,,1
9,21.25,Directed,8985,,15
9,20.875,Directed,8986,,3
14,12.75,Directed,8997,,13
14,14.375,Directed,9010,,2
52,7.375,Directed,9016,,3
52,6.375,Directed,9022,,4
52,36,Directed,9030,,2
52,8.75,Directed,9033,,1
52,8.375,Directed,9034,,1
52,6.396730769,Directed,9035,,5
36,52,Directed,9036,,2
36,10.25,Directed,9038,,1
36,11,Directed,9039,,1
36,10.625,Directed,9040,,1
36,6.396730769,Directed,9041,,1
38,4,Directed,9042,,7
50,19.25,Directed,9051,,4
50,18.875,Directed,9052,,1
50,66.20823529,Directed,9053,,2
41,6.375,Directed,9058,,9
38,10,Directed,9072,,8
38,8.25,Directed,9075,,5
38,7.875,Directed,9076,,1
9,12.70206186,Directed,9083,,1
42,9.75,Directed,9087,,1
42,9.375,Directed,9088,,1
42,56.45360825,Directed,9089,,2
18,12.875,Directed,9100,,12
37,7.625,Directed,9106,,2
37,9.75,Directed,9111,,2
37,9.375,Directed,9112,,1
47,37,Directed,9120,,1
47,18.25,Directed,9123,,2
47,17.875,Directed,9124,,2
47,23.57078313,Directed,9125,,1
45,37,Directed,9138,,3
45,2,Directed,9139,,34
45,14.375,Directed,9142,,2
45,23.57078313,Directed,9143,,2
37,26,Directed,9144,,10
52,26,Directed,9150,,5
18,36,Directed,9156,,4
18,18.25,Directed,9158,,18
18,19,Directed,9159,,38
18,18.625,Directed,9160,,5
18,57.20394737,Directed,9161,,2
9,11.625,Directed,9166,,7
9,22.88157895,Directed,9167,,2
28,23,Directed,9168,,4
28,7.25,Directed,9170,,11
28,7.625,Directed,9172,,2
27,44,Directed,9174,,6
27,8.75,Directed,9177,,5
27,8.375,Directed,9178,,4
27,6.616893204,Directed,9179,,5
3,13.375,Directed,9184,,3
25,52,Directed,9186,,3
25,16.5,Directed,9188,,10
25,17.25,Directed,9189,,8
25,16.875,Directed,9190,,1
25,31.98365385,Directed,9191,,2
52,25,Directed,9192,,4
18,19.5,Directed,9201,,4
18,19.125,Directed,9202,,1
18,53.30608974,Directed,9203,,1
33,44,Directed,9210,,11
33,7.75,Directed,9213,,19
33,7.375,Directed,9214,,3
44,33,Directed,9216,,11
44,13.75,Directed,9219,,47
44,13.375,Directed,9220,,3
44,4.96875,Directed,9221,,6
33,50,Directed,9222,,5
33,13.625,Directed,9226,,6
14,6.75,Directed,9231,,23
14,6.375,Directed,9232,,2
14,30.92142857,Directed,9233,,3
13,13.25,Directed,9236,,4
13,14,Directed,9237,,38
13,13.625,Directed,9238,,1
13,7.75,Directed,9243,,12
13,7.375,Directed,9244,,1
13,12.36857143,Directed,9245,,1
35,18.75,Directed,9249,,7
35,18.375,Directed,9250,,6
35,20.61428571,Directed,9251,,4
28,48,Directed,9252,,4
28,6.25,Directed,9254,,15
28,6.625,Directed,9256,,5
28,27.96794521,Directed,9257,,1
28,46.61324201,Directed,9263,,6
2,16.75,Directed,9267,,2
2,16.375,Directed,9268,,2
27,6.75,Directed,9273,,47
27,6.375,Directed,9274,,9
27,66.16893204,Directed,9281,,29
8,49,Directed,9282,,1
8,8.25,Directed,9285,,7
8,7.875,Directed,9286,,2
15,10.25,Directed,9296,,3
15,11,Directed,9297,,4
15,10.625,Directed,9298,,1
15,23.85671642,Directed,9299,,2
26,13.125,Directed,9304,,4
26,37.54411765,Directed,9305,,2
49,28,Directed,9312,,3
49,17.375,Directed,9316,,3
49,6.991986301,Directed,9317,,1
20,6.916666667,Directed,9321,,3
20,6.541666667,Directed,9322,,4
20,6.375,Directed,9334,,8
51,18.25,Directed,9339,,29
51,17.875,Directed,9340,,3
51,22.99828767,Directed,9341,,8
20,50,Directed,9342,,3
20,7.333333333,Directed,9345,,4
20,6.958333333,Directed,9346,,1
50,16.75,Directed,9351,,3
50,16.375,Directed,9352,,3
50,22.99828767,Directed,9353,,2
20,6.666666667,Directed,9356,,12
20,7.416666667,Directed,9357,,4
20,7.041666667,Directed,9358,,2
20,9.199315068,Directed,9359,,7
26,14.75,Directed,9369,,1
26,14.375,Directed,9370,,1
26,22.99828767,Directed,9371,,4
20,18.25,Directed,9374,,8
20,19,Directed,9375,,14
20,18.625,Directed,9376,,2
20,30.66438356,Directed,9377,,4
50,33,Directed,9384,,5
50,19.75,Directed,9387,,2
50,19.375,Directed,9388,,1
50,4.96875,Directed,9389,,4
18,33,Directed,9390,,18
18,4.96875,Directed,9395,,9
3,18.75,Directed,9405,,5
3,18.375,Directed,9406,,2
3,31.54119718,Directed,9407,,3
6,48,Directed,9408,,1
6,7.25,Directed,9411,,8
6,6.875,Directed,9412,,12
48,18.25,Directed,9416,,15
48,18.625,Directed,9418,,2
48,31.54119718,Directed,9419,,1
44,17.875,Directed,9424,,2
44,39.36388889,Directed,9425,,1
9,39.36388889,Directed,9431,,1
10,19.75,Directed,9435,,10
10,19.375,Directed,9436,,1
10,39.36388889,Directed,9437,,1
22,52.48518519,Directed,9443,,3
23,13.25,Directed,9447,,47
23,12.875,Directed,9448,,8
23,52.48518519,Directed,9449,,2
26,12.375,Directed,9472,,12
22,14.75,Directed,9477,,2
22,14.375,Directed,9478,,1
23,31.49111111,Directed,9491,,4
18,18.375,Directed,9496,,3
3,1,Directed,9498,,7
3,6.25,Directed,9500,,10
3,6.625,Directed,9502,,8
8,40,Directed,9504,,8
8,7.25,Directed,9507,,14
8,6.875,Directed,9508,,4
8,39.76119403,Directed,9509,,3
4,18.25,Directed,9513,,28
4,17.875,Directed,9514,,4
4,39.76119403,Directed,9515,,1
8,14.75,Directed,9519,,1
8,14.375,Directed,9520,,1
2,18.375,Directed,9526,,1
2,39.76119403,Directed,9527,,1
37,42,Directed,9528,,4
37,10.5,Directed,9530,,3
37,11.25,Directed,9531,,2
37,10.875,Directed,9532,,1
37,18.85662651,Directed,9533,,2
37,13.25,Directed,9536,,20
37,13.625,Directed,9538,,2
51,19.25,Directed,9543,,9
51,18.875,Directed,9544,,2
51,47.14156627,Directed,9545,,1
51,18.625,Directed,9550,,2
9,19.625,Directed,9556,,7
37,7.125,Directed,9562,,2
7,18.25,Directed,9566,,33
7,18.625,Directed,9568,,4
27,19.125,Directed,9574,,1
51,17.375,Directed,9604,,7
9,8.468041237,Directed,9611,,3
41,8.25,Directed,9615,,12
41,7.875,Directed,9616,,3
41,8.468041237,Directed,9617,,9
9,20.375,Directed,9622,,2
41,6.25,Directed,9626,,17
3,41,Directed,9642,,4
3,21.17010309,Directed,9647,,4
41,5.25,Directed,9650,,4
41,5.625,Directed,9652,,1
51,15.75,Directed,9657,,1
51,15.375,Directed,9658,,1
41,9.75,Directed,9663,,3
41,9.375,Directed,9664,,2
3,17.75,Directed,9669,,9
3,17.375,Directed,9670,,1
23,17.75,Directed,9681,,19
23,17.375,Directed,9682,,2
23,11.5625,Directed,9683,,2
1,18.75,Directed,9693,,2
1,18.375,Directed,9694,,2
1,8.625,Directed,9700,,1
1,6.25,Directed,9704,,15
1,6.625,Directed,9706,,4
3,12.875,Directed,9712,,3
3,8.671875,Directed,9713,,4
9,16.875,Directed,9718,,3
2,12.75,Directed,9722,,9
2,13.5,Directed,9723,,17
2,13.125,Directed,9724,,2
2,31.54119718,Directed,9725,,1
40,4,Directed,9728,,8
40,4.75,Directed,9729,,1
40,4.375,Directed,9730,,1
40,26,Directed,9732,,18
40,6.25,Directed,9734,,13
40,6.625,Directed,9736,,4
26,16.75,Directed,9741,,8
21,40,Directed,9744,,1
21,12.75,Directed,9747,,15
21,12.375,Directed,9748,,5
21,18.80116279,Directed,9749,,1
50,28,Directed,9750,,1
50,18.375,Directed,9754,,2
50,34.95993151,Directed,9755,,1
28,12,Directed,9758,,21
28,12.75,Directed,9759,,18
28,12.375,Directed,9760,,1
2,19.125,Directed,9766,,1
18,28,Directed,9768,,5
18,13.125,Directed,9772,,9
18,34.95993151,Directed,9773,,3
41,19,Directed,9794,,8
41,19.75,Directed,9795,,1
41,19.375,Directed,9796,,1
41,33.08446602,Directed,9797,,1
27,7.25,Directed,9800,,12
27,7.625,Directed,9802,,2
27,31.98365385,Directed,9803,,6
23,13.875,Directed,9814,,21
23,4.234020619,Directed,9815,,2
10,34,Directed,9816,,11
10,6.25,Directed,9818,,33
10,6.625,Directed,9820,,7
34,37,Directed,9822,,3
34,17.5,Directed,9824,,20
34,18.25,Directed,9825,,17
34,17.875,Directed,9826,,3
34,23.57078313,Directed,9827,,4
42,12.5,Directed,9830,,29
42,13.25,Directed,9831,,18
42,12.875,Directed,9832,,2
16,24,Directed,9834,,4
16,6.375,Directed,9838,,2
24,13.75,Directed,9843,,75
24,13.375,Directed,9844,,1
24,57.29418103,Directed,9845,,1
20,8,Directed,9848,,20
20,8.75,Directed,9849,,5
20,8.375,Directed,9850,,1
20,45.99657534,Directed,9851,,18
9,15.75,Directed,9855,,8
9,15.375,Directed,9856,,1
9,45.99657534,Directed,9857,,7
18,12.58333333,Directed,9860,,10
18,13.33333333,Directed,9861,,11
18,12.95833333,Directed,9862,,3
18,22.99828767,Directed,9863,,7
52,63.96730769,Directed,9869,,1
20,23,Directed,9870,,6
23,12.33333333,Directed,9878,,31
23,13.08333333,Directed,9879,,2
23,12.70833333,Directed,9880,,4
23,34.49743151,Directed,9881,,3
20,9.75,Directed,9897,,2
20,9.375,Directed,9898,,1
18,26,Directed,9900,,7
18,9,Directed,9902,,39
18,9.75,Directed,9903,,1
18,9.375,Directed,9904,,1
55,41,Directed,9906,,2
55,18.75,Directed,9909,,8
55,18.375,Directed,9910,,5
55,21.17010309,Directed,9911,,2
41,17.5,Directed,9914,,11
41,18.25,Directed,9915,,4
41,17.875,Directed,9916,,1
39,5.25,Directed,9920,,2
39,5.625,Directed,9922,,1
39,31,Directed,9924,,11
39,6.75,Directed,9927,,29
39,6.375,Directed,9928,,2
31,39,Directed,9930,,10
31,13.75,Directed,9933,,21
31,13.375,Directed,9934,,2
31,22.06941176,Directed,9935,,8
9,16.375,Directed,9952,,2
8,48,Directed,9954,,3
8,27,Directed,9960,,3
8,21.25,Directed,9962,,2
8,21.625,Directed,9964,,1
27,23.85671642,Directed,9971,,1
47,7.75,Directed,9975,,26
47,7.375,Directed,9976,,2
47,9.75,Directed,9993,,2
47,9.375,Directed,9994,,1
9,13.25,Directed,9998,,39
9,13.625,Directed,10000,,1
9,17.58333333,Directed,10004,,4
9,17.95833333,Directed,10006,,2
7,57,Directed,10008,,3
7,20.75,Directed,10011,,5
7,20.375,Directed,10012,,1
7,14.06,Directed,10013,,1
8,9,Directed,10014,,32
51,18.375,Directed,10030,,2
51,31.54119718,Directed,10031,,1
52,30,Directed,10044,,1
52,42.64487179,Directed,10049,,7
30,52,Directed,10050,,1
30,17.75,Directed,10053,,2
30,17.375,Directed,10054,,2
30,42.64487179,Directed,10055,,1
52,51,Directed,10056,,4
52,5.25,Directed,10058,,4
51,52,Directed,10062,,5
51,16.75,Directed,10065,,1
51,16.375,Directed,10066,,1
51,31.98365385,Directed,10067,,3
23,7.625,Directed,10072,,3
23,38.38038462,Directed,10073,,1
51,38.38038462,Directed,10079,,1
43,10,Directed,10080,,14
43,14.75,Directed,10083,,5
43,14.375,Directed,10084,,1
43,24.20416667,Directed,10085,,1
28,34,Directed,10086,,1
28,18.5,Directed,10088,,10
28,19.25,Directed,10089,,1
28,18.875,Directed,10090,,1
28,41.740625,Directed,10091,,1
34,13.25,Directed,10094,,9
34,13.625,Directed,10096,,3
9,13.375,Directed,10102,,2
34,12.75,Directed,10106,,24
34,13.125,Directed,10108,,3
34,5,Directed,10110,,23
34,8.25,Directed,10113,,6
34,7.875,Directed,10114,,4
49,14.375,Directed,10120,,2
2,34,Directed,10122,,9
2,10.75,Directed,10125,,1
2,10.375,Directed,10126,,1
2,33.3925,Directed,10127,,2
34,17,Directed,10130,,11
34,17.75,Directed,10131,,14
34,17.375,Directed,10132,,2
34,33.3925,Directed,10133,,4
2,20.75,Directed,10137,,1
2,20.375,Directed,10138,,1
34,44,Directed,10146,,5
34,13.75,Directed,10149,,27
34,13.375,Directed,10150,,1
44,34,Directed,10152,,5
44,20.75,Directed,10155,,3
44,20.375,Directed,10156,,1
44,41.740625,Directed,10157,,1
39,7.75,Directed,10161,,15
39,7.375,Directed,10162,,1
41,23,Directed,10176,,8
41,7.625,Directed,10180,,1
41,14.75,Directed,10185,,4
41,14.375,Directed,10186,,2
41,24,Directed,10194,,12
41,6.916666667,Directed,10197,,2
41,6.541666667,Directed,10198,,1
24,41,Directed,10200,,12
24,14.25,Directed,10203,,31
24,13.875,Directed,10204,,8
24,21.17010309,Directed,10205,,9
24,12.70206186,Directed,10211,,1
24,18.375,Directed,10216,,2
24,8.468041237,Directed,10217,,1
41,25.40412371,Directed,10235,,9
8,41,Directed,10236,,2
8,13.625,Directed,10240,,24
8,25.40412371,Directed,10241,,1
26,21.75,Directed,10244,,9
26,22.125,Directed,10246,,5
26,36.55677083,Directed,10247,,2
9,11.29072165,Directed,10253,,2
49,13.75,Directed,10263,,22
49,13.375,Directed,10264,,2
49,8.2325,Directed,10265,,8
29,7.25,Directed,10268,,8
29,7.625,Directed,10270,,5
28,16.08333333,Directed,10274,,2
28,16.83333333,Directed,10275,,1
28,16.45833333,Directed,10276,,1
22,29,Directed,10278,,4
22,17,Directed,10280,,5
22,17.75,Directed,10281,,2
22,17.375,Directed,10282,,1
22,8.71994382,Directed,10283,,2
23,52,Directed,10296,,2
23,18.25,Directed,10299,,25
23,17.875,Directed,10300,,4
23,31.98365385,Directed,10301,,3
51,46.49955036,Directed,10307,,1
49,20.25,Directed,10311,,3
49,19.875,Directed,10312,,1
49,41.98814815,Directed,10313,,1
33,22.5,Directed,10316,,3
33,23.25,Directed,10317,,1
33,22.875,Directed,10318,,2
33,14.10950704,Directed,10319,,4
51,16.25,Directed,10323,,17
51,15.875,Directed,10324,,1
51,28.21901408,Directed,10325,,1
43,14.25,Directed,10329,,16
43,13.875,Directed,10330,,5
43,5.643802817,Directed,10331,,4
42,43,Directed,10332,,14
42,6.25,Directed,10334,,9
42,6.625,Directed,10336,,10
13,31,Directed,10338,,2
13,16.75,Directed,10341,,1
13,16.375,Directed,10342,,1
13,132.3170455,Directed,10343,,1
27,55,Directed,10344,,4
27,6.875,Directed,10348,,3
27,99.25339806,Directed,10349,,4
3,51,Directed,10350,,1
3,5.75,Directed,10353,,1
3,5.375,Directed,10354,,1
49,6.75,Directed,10359,,46
49,6.375,Directed,10360,,5
49,35.44210526,Directed,10361,,1
49,6.25,Directed,10364,,29
49,6.625,Directed,10366,,16
49,7.625,Directed,10378,,5
51,50,Directed,10380,,1
51,17.25,Directed,10383,,30
51,16.875,Directed,10384,,1
49,9.25,Directed,10389,,11
49,8.875,Directed,10390,,2
10,17.875,Directed,10402,,3
49,10.75,Directed,10413,,3
49,10.375,Directed,10414,,2
49,9.75,Directed,10419,,3
49,9.375,Directed,10420,,2
9,14.75,Directed,10425,,9
9,14.375,Directed,10426,,1
9,12.34875,Directed,10427,,3
5,49,Directed,10428,,7
5,15.75,Directed,10431,,3
5,15.375,Directed,10432,,1
5,12.34875,Directed,10433,,1
49,7.75,Directed,10437,,18
49,7.375,Directed,10438,,4
4,19.75,Directed,10443,,7
4,19.375,Directed,10444,,3
47,20,Directed,10446,,2
47,18.75,Directed,10449,,2
47,18.375,Directed,10450,,1
47,22.99828767,Directed,10451,,1
25,13.75,Directed,10454,,15
25,14.5,Directed,10455,,10
25,14.125,Directed,10456,,3
25,22.99828767,Directed,10457,,2
35,48,Directed,10458,,5
35,6.333333333,Directed,10460,,8
35,7.083333333,Directed,10461,,6
35,6.708333333,Directed,10462,,6
35,4.586666667,Directed,10463,,8
27,8.25,Directed,10472,,6
27,8.625,Directed,10474,,2
40,28,Directed,10476,,2
40,12.25,Directed,10478,,10
40,12.625,Directed,10480,,1
40,34.95993151,Directed,10481,,2
40,20.25,Directed,10485,,2
40,19.875,Directed,10486,,1
45,14.25,Directed,10497,,30
45,13.875,Directed,10498,,8
45,34.95993151,Directed,10499,,1
14,45,Directed,10500,,3
14,7.375,Directed,10504,,2
45,11.375,Directed,10510,,1
45,18.36397059,Directed,10511,,3
45,18,Directed,10520,,40
45,18.75,Directed,10521,,6
45,18.375,Directed,10522,,6
13,9,Directed,10524,,51
13,8.75,Directed,10527,,4
13,8.375,Directed,10528,,1
13,24.73714286,Directed,10529,,8
9,20.625,Directed,10534,,4
9,24.73714286,Directed,10535,,1
27,51,Directed,10542,,3
27,5.25,Directed,10544,,7
27,5.625,Directed,10546,,2
27,52.93514563,Directed,10553,,1
5,27,Directed,10554,,5
5,11.75,Directed,10557,,2
5,11.375,Directed,10558,,1
5,52.93514563,Directed,10559,,1
27,9.75,Directed,10563,,4
27,9.375,Directed,10564,,1
27,39.70135922,Directed,10565,,5
9,12.875,Directed,10570,,5
9,39.70135922,Directed,10571,,1
34,7.25,Directed,10574,,14
34,7.625,Directed,10576,,1
30,34,Directed,10578,,5
30,16.875,Directed,10582,,1
30,41.740625,Directed,10583,,1
48,9,Directed,10584,,37
48,9.75,Directed,10587,,2
48,9.375,Directed,10588,,1
48,6.975955056,Directed,10589,,1
48,5.75,Directed,10593,,3
48,5.375,Directed,10594,,1
13,48,Directed,10596,,1
13,14.75,Directed,10599,,4
13,14.375,Directed,10600,,2
13,16.47380952,Directed,10601,,1
57,19.75,Directed,10605,,2
57,19.375,Directed,10606,,1
48,6.25,Directed,10610,,19
48,6.625,Directed,10612,,7
48,21.96507937,Directed,10613,,7
48,26,Directed,10614,,14
48,6.75,Directed,10617,,25
48,6.375,Directed,10618,,2
49,35,Directed,10632,,11
49,7.125,Directed,10636,,8
49,61.74375,Directed,10637,,4
10,18.625,Directed,10642,,6
10,21.56277778,Directed,10643,,11
9,6.25,Directed,10646,,17
9,6.625,Directed,10648,,9
15,24,Directed,10650,,16
15,6.25,Directed,10652,,12
15,6.625,Directed,10654,,9
15,13.25,Directed,10658,,9
15,14,Directed,10659,,51
15,13.625,Directed,10660,,4
27,14.125,Directed,10666,,6
26,46.31825243,Directed,10673,,4
57,18.25,Directed,10677,,6
57,17.875,Directed,10678,,1
57,39.70135922,Directed,10679,,1
18,27,Directed,10680,,4
18,22.75,Directed,10683,,1
18,22.375,Directed,10684,,1
18,39.70135922,Directed,10685,,1
27,9.25,Directed,10689,,7
27,8.875,Directed,10690,,1
27,15.88054369,Directed,10691,,2
57,16.25,Directed,10694,,1
57,16.625,Directed,10696,,1
57,15.88054369,Directed,10697,,1
4,42,Directed,10698,,5
4,10.75,Directed,10701,,1
4,10.375,Directed,10702,,1
31,13.25,Directed,10707,,9
31,12.875,Directed,10708,,2
23,18.28802083,Directed,10715,,4
9,7.03,Directed,10721,,12
26,57,Directed,10722,,4
26,17.375,Directed,10726,,3
26,10.545,Directed,10727,,2
57,15.25,Directed,10731,,1
57,14.875,Directed,10732,,1
26,19.25,Directed,10737,,26
26,18.875,Directed,10738,,11
3,57,Directed,10740,,5
3,16,Directed,10742,,10
3,16.75,Directed,10743,,3
3,16.375,Directed,10744,,2
3,7.03,Directed,10745,,1
3,14.06,Directed,10751,,1
25,57,Directed,10752,,4
25,18.75,Directed,10755,,11
25,18.375,Directed,10756,,4
25,7.03,Directed,10757,,2
35,7.03,Directed,10769,,3
42,6.75,Directed,10773,,48
42,6.375,Directed,10774,,4
42,8.25,Directed,10785,,10
42,7.875,Directed,10786,,3
29,8.75,Directed,10791,,3
29,8.375,Directed,10792,,1
1,29,Directed,10794,,1
1,8.71994382,Directed,10799,,1
29,51,Directed,10800,,9
29,5.25,Directed,10802,,3
29,5.625,Directed,10804,,2
31,29,Directed,10806,,4
31,12,Directed,10808,,28
31,12.75,Directed,10809,,13
31,12.375,Directed,10810,,3
31,17.43988764,Directed,10811,,4
29,7.75,Directed,10814,,16
29,8.125,Directed,10816,,5
29,26.15983146,Directed,10817,,13
29,15,Directed,10821,,4
29,14.625,Directed,10822,,1
51,34,Directed,10824,,9
51,17.625,Directed,10828,,1
35,51,Directed,10830,,5
35,8.25,Directed,10833,,8
35,7.875,Directed,10834,,8
35,7.453125,Directed,10835,,7
51,35,Directed,10836,,3
51,12.75,Directed,10839,,6
51,12.375,Directed,10840,,1
51,7.453125,Directed,10841,,5
35,14.75,Directed,10845,,7
35,14.375,Directed,10846,,1
18,13.375,Directed,10858,,6
18,31.54119718,Directed,10859,,16
22,7.25,Directed,10868,,8
22,7.625,Directed,10870,,2
19,51,Directed,10878,,4
19,5.25,Directed,10880,,2
19,6,Directed,10881,,8
19,5.625,Directed,10882,,1
18,78.72777778,Directed,10895,,1
26,78.72777778,Directed,10907,,1
18,47.23666667,Directed,10913,,1
3,22,Directed,10920,,5
3,78.72777778,Directed,10925,,1
22,25,Directed,10926,,3
9,10.25,Directed,10934,,12
9,10.625,Directed,10936,,1
9,7.520465116,Directed,10943,,2
8,13.75,Directed,10946,,42
8,14.5,Directed,10947,,6
8,14.125,Directed,10948,,2
8,28.20174419,Directed,10949,,1
7,7.625,Directed,10954,,3
7,31,Directed,10956,,7
7,7.166666667,Directed,10958,,3
7,7.916666667,Directed,10959,,5
7,7.541666667,Directed,10960,,2
26,18.75,Directed,10965,,38
26,18.375,Directed,10966,,9
26,10.9728125,Directed,10967,,1
7,32,Directed,10968,,11
7,7.75,Directed,10971,,14
7,7.375,Directed,10972,,2
32,17.5,Directed,10976,,13
32,18.25,Directed,10977,,22
32,17.875,Directed,10978,,1
32,54.8640625,Directed,10979,,1
28,10,Directed,10982,,7
28,10.75,Directed,10983,,1
28,10.375,Directed,10984,,1
28,25.87533333,Directed,10985,,1
10,51,Directed,10986,,2
10,5.75,Directed,10989,,1
10,5.375,Directed,10990,,1
51,10,Directed,10992,,2
51,54.459375,Directed,10997,,1
9,61.50438596,Directed,11003,,1
35,6.375,Directed,11008,,5
5,6.625,Directed,11020,,7
18,5,Directed,11022,,36
18,7.913888889,Directed,11027,,32
5,5.166666667,Directed,11030,,4
5,5.916666667,Directed,11031,,11
5,5.541666667,Directed,11032,,6
5,50,Directed,11040,,5
55,15.75,Directed,11049,,1
55,15.375,Directed,11050,,1
55,3.165555556,Directed,11051,,1
18,17.75,Directed,11055,,10
18,17.375,Directed,11056,,2
10,41.12636719,Directed,11063,,4
10,13.25,Directed,11066,,26
10,13.625,Directed,11068,,7
9,6.75,Directed,11073,,27
9,6.375,Directed,11074,,7
9,43.12555556,Directed,11075,,3
15,12.75,Directed,11079,,9
15,12.375,Directed,11080,,4
15,20.61428571,Directed,11081,,3
53,7.25,Directed,11085,,30
53,6.875,Directed,11086,,64
53,20.58125,Directed,11087,,5
19,53,Directed,11088,,8
19,17.75,Directed,11091,,4
19,17.375,Directed,11092,,1
19,20.58125,Directed,11093,,1
9,17.75,Directed,11109,,67
9,17.375,Directed,11110,,5
49,7.875,Directed,11116,,1
3,19.75,Directed,11121,,2
3,19.375,Directed,11122,,1
49,8.75,Directed,11127,,3
49,8.375,Directed,11128,,1
49,18.25,Directed,11138,,20
49,18.625,Directed,11140,,6
24,40,Directed,11142,,10
24,18.80116279,Directed,11147,,7
9,67.94010417,Directed,11159,,32
53,8.25,Directed,11163,,9
53,7.875,Directed,11164,,9
53,28,Directed,11178,,7
53,11,Directed,11180,,16
53,11.75,Directed,11181,,4
53,11.375,Directed,11182,,1
28,53,Directed,11184,,6
28,18.375,Directed,11188,,1
28,67.94010417,Directed,11189,,2
53,55,Directed,11190,,3
53,13.75,Directed,11199,,22
53,13.375,Directed,11200,,2
4,46,Directed,11202,,7
46,18.75,Directed,11211,,2
46,18.375,Directed,11212,,1
46,18.59982014,Directed,11213,,2
53,12.25,Directed,11222,,36
53,12.625,Directed,11224,,18
53,23,Directed,11226,,22
53,6.25,Directed,11228,,7
53,6.625,Directed,11230,,1
26,53,Directed,11232,,9
26,67.94010417,Directed,11237,,8
53,7.625,Directed,11248,,1
2,53,Directed,11250,,7
2,17.75,Directed,11253,,5
2,17.375,Directed,11254,,1
2,67.94010417,Directed,11255,,6
45,18.25,Directed,11271,,24
45,17.875,Directed,11272,,2
45,41.740625,Directed,11273,,3
34,6.375,Directed,11278,,2
51,40,Directed,11280,,1
51,22.75,Directed,11283,,1
51,22.375,Directed,11284,,1
51,18.80116279,Directed,11285,,1
40,27,Directed,11286,,5
40,23,Directed,11292,,4
40,7.25,Directed,11294,,5
40,8,Directed,11295,,36
40,7.625,Directed,11296,,1
23,12,Directed,11300,,67
23,12.75,Directed,11301,,23
23,12.375,Directed,11302,,5
40,13.625,Directed,11308,,1
23,18.75,Directed,11313,,10
23,18.375,Directed,11314,,3
40,5.75,Directed,11319,,2
40,5.375,Directed,11320,,1
3,40,Directed,11322,,2
3,15,Directed,11324,,13
3,15.75,Directed,11325,,5
3,15.375,Directed,11326,,2
3,18.80116279,Directed,11327,,1
34,8.75,Directed,11331,,5
34,8.375,Directed,11332,,1
47,36,Directed,11340,,1
47,5,Directed,11342,,4
47,5.75,Directed,11343,,4
47,5.375,Directed,11344,,1
47,28.60197368,Directed,11345,,1
9,16.25,Directed,11348,,47
9,6.991986301,Directed,11351,,1
28,5.375,Directed,11356,,1
47,14.75,Directed,11361,,2
47,14.375,Directed,11362,,2
3,10.75,Directed,11367,,2
3,10.375,Directed,11368,,1
42,33.3925,Directed,11375,,2
9,18.125,Directed,11386,,40
18,18.59982014,Directed,11405,,9
9,7.75,Directed,11409,,20
9,7.375,Directed,11410,,2
9,27.2296875,Directed,11411,,3
48,18.75,Directed,11415,,5
48,18.375,Directed,11416,,1
48,27.2296875,Directed,11417,,2
50,18.25,Directed,11426,,19
50,18.625,Directed,11428,,1
50,41.12636719,Directed,11429,,1
7,33,Directed,11430,,17
7,18.375,Directed,11434,,6
7,4.96875,Directed,11435,,8
33,13.75,Directed,11438,,35
33,14.5,Directed,11439,,23
33,14.125,Directed,11440,,17
33,24,Directed,11460,,15
33,6.25,Directed,11462,,21
49,26,Directed,11466,,27
26,49,Directed,11472,,28
26,19.75,Directed,11475,,12
26,19.375,Directed,11476,,1
26,20.58125,Directed,11477,,13
55,13.25,Directed,11480,,4
55,13.625,Directed,11482,,1
55,20.58125,Directed,11483,,4
23,48,Directed,11484,,13
23,16.47380952,Directed,11489,,6
49,48,Directed,11490,,30
49,16.47380952,Directed,11495,,10
49,12.625,Directed,11500,,16
23,67.94010417,Directed,11513,,13
23,5.25,Directed,11516,,3
23,5.625,Directed,11518,,2
57,12.75,Directed,11523,,4
57,12.375,Directed,11524,,4
57,33.03571429,Directed,11525,,2
8,33.03571429,Directed,11531,,1
9,18.153125,Directed,11537,,46
21,55,Directed,11538,,4
21,7.75,Directed,11541,,22
21,7.375,Directed,11542,,5
44,35,Directed,11550,,5
44,11.46666667,Directed,11555,,2
35,45,Directed,11556,,9
35,7.75,Directed,11559,,39
35,7.375,Directed,11560,,3
35,13.75,Directed,11565,,55
35,13.375,Directed,11566,,4
8,13.125,Directed,11572,,7
8,18.80116279,Directed,11573,,5
49,13.25,Directed,11582,,18
49,13.625,Directed,11584,,4
49,27,Directed,11586,,1
49,19.375,Directed,11590,,1
4,16.75,Directed,11613,,2
4,16.375,Directed,11614,,1
4,30.871875,Directed,11615,,1
7,10.25,Directed,11624,,1
7,10.625,Directed,11626,,1
7,6.096006944,Directed,11627,,1
14,13.25,Directed,11630,,6
14,13.625,Directed,11632,,4
14,54,Directed,11634,,1
14,7.625,Directed,11638,,2
25,36.57604167,Directed,11645,,1
16,32,Directed,11646,,4
