Source,Target,Type,Id,Label,Weight
23,28,Directed,61848,,2
23,34.95993151,Directed,61853,,1
12,38.59854369,Directed,61865,,1
43,52,Directed,61890,,1
43,31.98365385,Directed,61895,,1
7,53.30608974,Directed,61901,,1
34,52,Directed,61908,,1
34,17.25,Directed,61912,,7
34,31.98365385,Directed,61913,,1
52,19,Directed,61917,,2
52,18.75,Directed,61918,,1
28,20.61428571,Directed,61931,,1
8,20.5,Directed,61935,,1
8,20.25,Directed,61936,,1
8,20.61428571,Directed,61937,,2
55,28,Directed,61950,,2
55,34.95993151,Directed,61955,,2
49,87.39982877,Directed,61967,,1
9,14.25,Directed,61978,,18
7,14.25,Directed,62002,,9
53,17.25,Directed,62008,,24
23,66.16893204,Directed,62051,,1
35,17.25,Directed,62092,,22
46,37.54411765,Directed,62117,,1
4,17.53095238,Directed,62123,,1
32,18.75,Directed,62128,,10
32,18.153125,Directed,62129,,2
2,23.5,Directed,62157,,1
2,23.25,Directed,62158,,1
51,20.25,Directed,62170,,3
31,6.308239437,Directed,62183,,1
6,14.5,Directed,62187,,2
6,14.25,Directed,62188,,4
8,17.25,Directed,62194,,1
22,20.25,Directed,62206,,1
32,40,Directed,62226,,2
32,28.20174419,Directed,62231,,2
40,18.75,Directed,62254,,3
40,39.76119403,Directed,62255,,1
41,23.57078313,Directed,62279,,1
9,53.87607573,Directed,62285,,1
53,23.5,Directed,62295,,1
53,23.25,Directed,62296,,1
52,17,Directed,62306,,5
52,17.5,Directed,62307,,8
52,17.25,Directed,62308,,1
52,7.913888889,Directed,62309,,1
41,20.5,Directed,62319,,1
41,20.25,Directed,62320,,1
9,19.08333333,Directed,62338,,15
18,14.25,Directed,62344,,14
18,3.165555556,Directed,62345,,1
34,31.54119718,Directed,62357,,1
23,31.54119718,Directed,62363,,1
45,20.5,Directed,62391,,2
45,20.25,Directed,62392,,3
45,21.17010309,Directed,62393,,6
34,20.25,Directed,62410,,2
14,14.5,Directed,62421,,4
14,14.25,Directed,62422,,7
10,20.25,Directed,62452,,14
1,18.83333333,Directed,62456,,1
1,19.33333333,Directed,62457,,1
1,19.08333333,Directed,62458,,1
5,8.671875,Directed,62465,,1
1,14.25,Directed,62476,,3
1,23.5,Directed,62487,,1
1,23.25,Directed,62488,,1
1,12.75,Directed,62494,,45
1,20,Directed,62498,,2
1,20.5,Directed,62499,,1
1,20.25,Directed,62500,,1
1,21.75,Directed,62548,,1
22,90.58680556,Directed,62555,,1
49,52,Directed,62556,,1
15,14.25,Directed,62578,,5
6,18.92471831,Directed,62585,,3
3,19.08333333,Directed,62590,,1
3,18.92471831,Directed,62591,,1
6,36,Directed,62598,,2
6,20.25,Directed,62602,,1
6,22.06941176,Directed,62603,,1
10,21.75,Directed,62614,,2
9,44.11262136,Directed,62645,,1
55,66.16893204,Directed,62681,,1
48,14.25,Directed,62686,,4
27,17,Directed,62714,,3
27,17.5,Directed,62715,,4
27,17.25,Directed,62716,,3
38,14.5,Directed,62727,,1
38,14.25,Directed,62728,,1
31,11.29072165,Directed,62741,,1
4,40,Directed,62766,,1
4,18.80116279,Directed,62771,,1
21,68.75301724,Directed,62777,,1
21,20,Directed,62778,,10
21,18.75,Directed,62782,,3
21,22.99828767,Directed,62783,,3
22,14.25,Directed,62800,,6
52,23.57078313,Directed,62813,,1
10,11.29072165,Directed,62843,,1
19,5.9625,Directed,62855,,1
26,5.9625,Directed,62861,,1
37,17,Directed,62864,,3
37,17.5,Directed,62865,,17
37,17.25,Directed,62866,,4
39,12.75,Directed,62872,,12
9,29.42588235,Directed,62879,,1
4,20.25,Directed,62896,,5
49,15.75,Directed,62908,,1
50,8,Directed,62922,,1
50,23.85671642,Directed,62927,,1
47,14.25,Directed,62956,,2
33,7.03,Directed,62963,,1
21,15.75,Directed,62968,,2
21,7.03,Directed,62969,,2
48,15.75,Directed,62992,,1
12,17.25,Directed,63004,,3
12,31.54119718,Directed,63005,,1
28,14.25,Directed,63028,,2
11,17.5,Directed,63051,,2
11,17.25,Directed,63052,,4
45,17.25,Directed,63076,,11
7,54.279,Directed,63107,,1
5,27.1395,Directed,63119,,1
19,45.2325,Directed,63125,,1
10,14.25,Directed,63142,,9
23,17.25,Directed,63148,,8
23,10.891875,Directed,63149,,1
7,24.20416667,Directed,63155,,1
9,71.57014925,Directed,63161,,1
13,21.56277778,Directed,63173,,2
48,17.25,Directed,63184,,8
9,23.25,Directed,63202,,1
7,45.99657534,Directed,63221,,1
51,83.48125,Directed,63239,,1
34,26.48329412,Directed,63275,,2
42,12.75,Directed,63328,,10
47,41,Directed,63372,,2
47,18.5,Directed,63374,,1
47,21.17010309,Directed,63377,,1
7,82.25273438,Directed,63389,,3
16,14.25,Directed,63394,,7
16,9.167068966,Directed,63395,,4
9,8.39762963,Directed,63485,,2
22,49,Directed,63486,,1
9,8.348125,Directed,63515,,1
25,42,Directed,63534,,2
25,23.5,Directed,63537,,1
25,23.25,Directed,63538,,1
25,5.643802817,Directed,63539,,1
44,20.25,Directed,63646,,1
23,21.91369048,Directed,63713,,1
10,35.06190476,Directed,63719,,7
13,21,Directed,63720,,1
13,18.75,Directed,63724,,1
13,52.59285714,Directed,63725,,1
42,17.25,Directed,63730,,2
9,13.37777778,Directed,63737,,1
55,13.37777778,Directed,63743,,1
26,13.37777778,Directed,63749,,1
51,49.62669903,Directed,63785,,1
18,49.62669903,Directed,63791,,1
32,21.75,Directed,63796,,2
32,26.46757282,Directed,63797,,1
26,69.91986301,Directed,63821,,3
2,24.73714286,Directed,63869,,1
47,20.61428571,Directed,63881,,1
27,19.85067961,Directed,63887,,5
41,17.25,Directed,63892,,2
41,115.7956311,Directed,63893,,1
9,115.7956311,Directed,63905,,2
44,14.25,Directed,63922,,24
44,83.48125,Directed,63923,,1
31,9.884285714,Directed,63935,,1
30,12.75,Directed,63940,,3
48,21.75,Directed,63964,,1
22,48,Directed,63984,,1
22,16.47380952,Directed,63989,,1
35,20.25,Directed,64042,,3
34,82.325,Directed,64055,,1
57,13.75,Directed,64065,,1
57,21.56277778,Directed,64067,,1
27,21.56277778,Directed,64073,,1
42,21.56277778,Directed,64079,,2
25,14.25,Directed,64138,,10
9,27.1395,Directed,64157,,2
35,14.25,Directed,64162,,15
16,17.25,Directed,64210,,5
40,33.08446602,Directed,64235,,1
9,7.940271845,Directed,64247,,1
8,18.75,Directed,64252,,2
19,18.59982014,Directed,64259,,4
17,17.5,Directed,64281,,3
17,17.25,Directed,64282,,3
6,7.439928058,Directed,64289,,1
14,17.25,Directed,64330,,3
26,24.38402778,Directed,64343,,2
40,18.28802083,Directed,64361,,3
45,7.03,Directed,64373,,2
31,88.22524272,Directed,64379,,2
36,25,Directed,64410,,1
36,13,Directed,64413,,5
36,12.75,Directed,64414,,5
42,14.25,Directed,64462,,1
42,21.75,Directed,64546,,3
2,21.75,Directed,64576,,1
33,6.991986301,Directed,64607,,1
13,29,Directed,64608,,1
13,20.5,Directed,64611,,2
13,20.25,Directed,64612,,2
13,8.71994382,Directed,64613,,1
4,17.25,Directed,64630,,12
22,12.75,Directed,64690,,5
18,56.31617647,Directed,64715,,2
33,20.25,Directed,64726,,5
17,22,Directed,64728,,1
17,15.75,Directed,64732,,3
17,94.47333333,Directed,64733,,1
23,15.37609649,Directed,64763,,5
26,11.28069767,Directed,64787,,1
21,17.25,Directed,64792,,5
12,20.5,Directed,64803,,1
12,20.25,Directed,64804,,1
12,36.57604167,Directed,64805,,1
32,17.25,Directed,64816,,8
32,36.57604167,Directed,64817,,1
15,17,Directed,64820,,3
15,17.25,Directed,64822,,2
15,36.57604167,Directed,64823,,1
23,54.459375,Directed,64847,,1
42,61.50438596,Directed,64871,,1
18,7.439928058,Directed,64895,,3
32,18.28802083,Directed,64919,,2
53,21.56277778,Directed,64937,,1
25,18.16666667,Directed,64946,,5
17,20.5,Directed,65013,,2
17,20.25,Directed,65014,,2
17,7.913888889,Directed,65015,,2
48,7.913888889,Directed,65021,,2
40,36.72794118,Directed,65075,,1
15,20.25,Directed,65080,,1
13,12.75,Directed,65086,,4
10,36.66827586,Directed,65093,,1
57,14.25,Directed,65116,,4
27,20.5,Directed,65127,,1
27,20.25,Directed,65128,,1
27,18.36397059,Directed,65129,,1
57,12.34875,Directed,65189,,1
32,30.871875,Directed,65213,,1
26,8.2325,Directed,65243,,1
18,20.25,Directed,65272,,1
18,30.871875,Directed,65273,,1
49,21.75,Directed,65308,,1
18,18.80116279,Directed,65321,,1
53,12.75,Directed,65332,,25
26,27.17604167,Directed,65339,,1
27,53,Directed,65358,,3
27,67.94010417,Directed,65363,,1
2,14.25,Directed,65374,,4
2,84.92513021,Directed,65375,,1
5,84.92513021,Directed,65387,,1
49,13.58802083,Directed,65411,,1
44,24.79976019,Directed,65501,,1
8,24.79976019,Directed,65507,,1
25,53,Directed,65616,,1
25,90.58680556,Directed,65621,,1
33,17.25,Directed,65632,,15
33,67.94010417,Directed,65633,,1
46,16.98502604,Directed,65639,,1
10,16.98502604,Directed,65645,,1
32,84.92513021,Directed,65651,,1
18,21.56277778,Directed,65705,,6
53,21.5,Directed,65720,,1
53,21.75,Directed,65722,,1
53,41.740625,Directed,65723,,1
20,14.5,Directed,65775,,1
20,14.25,Directed,65776,,2
20,43.69991438,Directed,65777,,1
42,20.5,Directed,65823,,2
42,20.25,Directed,65824,,3
23,21.16426056,Directed,65843,,1
43,15.75,Directed,65860,,5
4,41.22857143,Directed,65873,,1
48,20.5,Directed,65895,,3
48,20.25,Directed,65896,,3
21,82.25273438,Directed,65909,,1
9,95.96152344,Directed,65945,,1
50,15.75,Directed,65950,,1
50,36.55677083,Directed,65951,,1
18,21.9340625,Directed,65957,,1
18,14.62270833,Directed,65963,,2
53,27.41757813,Directed,65969,,1
48,9.9375,Directed,65993,,1
7,3.3125,Directed,66017,,1
28,16.47380952,Directed,66101,,1
9,6.58952381,Directed,66113,,1
20,48,Directed,66114,,1
20,20.5922619,Directed,66119,,1
57,16.47380952,Directed,66131,,2
23,32.94761905,Directed,66137,,1
47,48,Directed,66144,,1
47,17.25,Directed,66148,,2
47,16.47380952,Directed,66149,,1
27,65.8952381,Directed,66179,,2
43,16.47380952,Directed,66203,,1
57,67.94010417,Directed,66215,,1
8,21.75,Directed,66232,,1
55,17.25,Directed,66250,,1
55,29.21825397,Directed,66251,,1
18,46,Directed,66252,,1
18,32.90109375,Directed,66257,,1
28,15.75,Directed,66298,,1
48,3.760232558,Directed,66311,,1
25,40,Directed,66312,,1
25,18.80116279,Directed,66317,,1
3,7.520465116,Directed,66335,,1
19,30.48003472,Directed,66377,,2
9,27.43203125,Directed,66389,,3
5,27.43203125,Directed,66401,,1
43,21.945625,Directed,66407,,1
23,30.48003472,Directed,66413,,1
54,14,Directed,66414,,1
54,3,Directed,66415,,2
54,17,Directed,66416,,1
54,17.25,Directed,66418,,1
54,18.36397059,Directed,66419,,1
5,12.75,Directed,66472,,14
27,35.06190476,Directed,66479,,1
23,35.06190476,Directed,66491,,2
11,45.83534483,Directed,66503,,1
23,10.96703125,Directed,66509,,1
29,14.5,Directed,66549,,2
7,21.75,Directed,66622,,1
9,35.19761029,Directed,66653,,2
27,15.37609649,Directed,66767,,2
10,20.50146199,Directed,66785,,2
4,4.11625,Directed,66803,,1
9,4.649955036,Directed,66821,,1
51,24.79976019,Directed,66833,,1
3,4.725614035,Directed,66857,,1
4,14.87985612,Directed,66905,,5
18,24.79976019,Directed,66911,,1
32,20.25,Directed,66922,,2
32,7.439928058,Directed,66923,,1
33,37.19964029,Directed,66929,,1
9,5.579946043,Directed,66941,,1
26,4.586666667,Directed,66947,,3
2,25.044375,Directed,66953,,1
21,20.5,Directed,66957,,2
21,20.25,Directed,66958,,2
21,41.740625,Directed,66959,,2
12,14.25,Directed,67000,,7
18,11.80120968,Directed,67007,,2
13,17.25,Directed,67102,,1
28,17,Directed,67154,,2
28,17.25,Directed,67156,,1
28,8.625111111,Directed,67157,,1
10,14.87985612,Directed,67169,,2
24,11.15989209,Directed,67181,,2
23,24.79976019,Directed,67187,,1
25,23.24977518,Directed,67199,,2
10,42.23713235,Directed,67211,,1
53,20.25,Directed,67222,,3
23,7.012380952,Directed,67235,,1
51,11.80120968,Directed,67247,,2
10,10.51857143,Directed,67253,,1
19,23.37460317,Directed,67259,,2
47,23.60241935,Directed,67313,,1
56,21.5,Directed,67442,,1
56,22,Directed,67443,,2
56,21.75,Directed,67444,,1
56,6.625,Directed,67445,,2
19,42,Directed,67458,,1
19,21.5,Directed,67460,,1
19,22,Directed,67461,,5
19,21.75,Directed,67462,,1
18,17.08632075,Directed,67475,,2
43,20.50358491,Directed,67481,,2
33,21.75,Directed,67492,,1
33,3.417264151,Directed,67499,,1
7,22.78176101,Directed,67511,,1
18,56,Directed,67518,,1
18,5.715178571,Directed,67523,,1
9,5.715178571,Directed,67529,,1
12,3.810119048,Directed,67547,,6
2,56,Directed,67548,,2
2,3.810119048,Directed,67553,,3
56,18.5,Directed,67568,,1
56,19,Directed,67569,,1
9,4.612828947,Directed,67631,,1
9,6.150438596,Directed,67643,,2
28,20.5,Directed,67647,,1
28,20.25,Directed,67648,,1
28,23.06414474,Directed,67649,,1
32,44,Directed,67662,,17
32,41.00292398,Directed,67667,,2
25,33.03571429,Directed,67685,,1
33,7.948728814,Directed,67691,,2
34,3.179491525,Directed,67697,,2
51,11.46666667,Directed,67781,,1
40,11.46666667,Directed,67787,,2
9,2.293333333,Directed,67793,,1
23,8.026666667,Directed,67805,,1
34,15.75,Directed,67888,,4
9,19.82142857,Directed,67931,,1
14,37.19964029,Directed,67943,,1
25,3.525,Directed,67967,,4
16,28.15808824,Directed,67973,,3
9,46.12828947,Directed,68009,,1
32,14.25,Directed,68020,,10
32,15.37609649,Directed,68021,,12
24,34.27197266,Directed,68057,,1
2,17.25,Directed,68062,,8
2,27.41757813,Directed,68063,,1
10,82.25273438,Directed,68069,,1
25,3.179491525,Directed,68081,,1
53,15.75,Directed,68086,,1
3,20.25,Directed,68092,,2
3,2.119661017,Directed,68093,,2
2,5.299152542,Directed,68111,,3
45,7.948728814,Directed,68141,,1
45,33.03571429,Directed,68207,,1
27,17.53095238,Directed,68291,,1
42,47,Directed,68292,,1
42,3.525,Directed,68297,,1
9,4.40625,Directed,68321,,1
24,47,Directed,68328,,3
24,3.525,Directed,68333,,1
48,4.1625,Directed,68369,,1
7,30,Directed,68406,,3
7,4.1625,Directed,68411,,3
43,4.1625,Directed,68417,,1
30,0.8325,Directed,68441,,1
30,15.75,Directed,68452,,9
33,22.93333333,Directed,68501,,2
51,25,Directed,68514,,1
51,11.60307018,Directed,68519,,1
16,20.5,Directed,68541,,2
16,20.25,Directed,68542,,2
16,17.72105263,Directed,68543,,1
53,10.88735632,Directed,68561,,1
11,14.5,Directed,68583,,3
11,14.25,Directed,68584,,5
49,1.633103448,Directed,68687,,1
46,17.5,Directed,68733,,4
46,17.25,Directed,68734,,4
9,22.31978417,Directed,68771,,1
17,12.5,Directed,68774,,8
17,12.75,Directed,68776,,3
7,25.62682749,Directed,68789,,1
55,30.75219298,Directed,68795,,1
45,7.910704225,Directed,68813,,5
9,23.125,Directed,68825,,1
26,5.273802817,Directed,68837,,1
43,5.285714286,Directed,68849,,1
48,2.642857143,Directed,68855,,1
37,11.80120968,Directed,68879,,2
31,9.440967742,Directed,68885,,1
12,9.440967742,Directed,68915,,4
10,30.75219298,Directed,68969,,1
4,30.75219298,Directed,68975,,1
22,5.299152542,Directed,69023,,1
26,17.61904762,Directed,69101,,1
23,11.86605634,Directed,69215,,1
29,12.75,Directed,69220,,5
29,13.18450704,Directed,69221,,1
9,17.57934272,Directed,69281,,2
29,4.35997191,Directed,69299,,1
48,44.10568182,Directed,69323,,2
22,44.10568182,Directed,69329,,1
16,18.75,Directed,69364,,2
16,44.10568182,Directed,69365,,1
46,44.10568182,Directed,69377,,2
25,2.115,Directed,69413,,1
25,15.75,Directed,69418,,2
30,47,Directed,69420,,1
30,5.2875,Directed,69425,,1
43,20.5,Directed,69429,,3
43,20.25,Directed,69430,,2
43,5.2875,Directed,69431,,2
17,45,Directed,69438,,2
17,17.57934272,Directed,69443,,2
31,15.75,Directed,69484,,3
8,46,Directed,69504,,1
8,9.634230769,Directed,69509,,1
55,1.605705128,Directed,69515,,1
5,17.08632075,Directed,69557,,4
4,44.29117647,Directed,69575,,1
28,14.76372549,Directed,69581,,1
10,5.905490196,Directed,69593,,1
35,11.60307018,Directed,69611,,3
9,2.320614035,Directed,69635,,1
33,44.10568182,Directed,69677,,5
13,2.119661017,Directed,69695,,2
31,6.422820513,Directed,69701,,1
12,46,Directed,69708,,2
12,8.028525641,Directed,69713,,2
9,3.211410256,Directed,69737,,8
30,12.04278846,Directed,69779,,1
5,32,Directed,69786,,19
5,14.76372549,Directed,69791,,2
9,9.22915493,Directed,69815,,1
9,6.961842105,Directed,69863,,1
26,14.76372549,Directed,69887,,12
30,8.165517241,Directed,69929,,1
7,0,Directed,69944,,2
7,0.5,Directed,69945,,1
7,0.25,Directed,69946,,1
44,0,Directed,69950,,2
44,0.5,Directed,69951,,2
44,0.25,Directed,69952,,2
9,0,Directed,69962,,2
9,0.5,Directed,69963,,2
9,0.25,Directed,69964,,2
16,0,Directed,69974,,1
16,0.5,Directed,69975,,1
16,0.25,Directed,69976,,1
16,2.5,Directed,69980,,2
16,2.75,Directed,69982,,1
16,36.66827586,Directed,69983,,1
30,2.25,Directed,69986,,1
30,2.75,Directed,69987,,1
30,2.5,Directed,69988,,1
30,41.1625,Directed,69989,,1
38,6.166666667,Directed,69998,,1
38,6.416666667,Directed,70000,,1
40,6.833333333,Directed,70035,,10
39,6.416666667,Directed,70048,,4
39,6.833333333,Directed,70053,,20
52,6.583333333,Directed,70066,,3
49,6.583333333,Directed,70072,,9
49,6.916666667,Directed,70078,,21
27,6.333333333,Directed,70082,,10
27,6.583333333,Directed,70084,,3
42,32,Directed,70086,,5
42,6.583333333,Directed,70090,,20
42,6.166666667,Directed,70094,,14
53,6.416666667,Directed,70108,,2
27,7.333333333,Directed,70119,,1
42,4.232852113,Directed,70127,,1
33,6.583333333,Directed,70192,,6
44,6.333333333,Directed,70202,,5
56,7.083333333,Directed,70210,,3
43,6.833333333,Directed,70214,,6
43,7.333333333,Directed,70215,,6
43,7.083333333,Directed,70216,,4
31,6.166666667,Directed,70220,,5
52,47,Directed,70224,,1
38,5.25,Directed,70240,,1
57,5.5,Directed,70251,,1
57,5.25,Directed,70252,,1
1,5.25,Directed,70276,,1
27,35,Directed,70284,,1
27,26.46757282,Directed,70289,,1
47,5.25,Directed,70306,,1
42,5.25,Directed,70324,,3
49,5.25,Directed,70330,,9
4,5.25,Directed,70384,,1
21,5.25,Directed,70390,,2
24,5.25,Directed,70408,,2
44,7.666666667,Directed,70424,,9
2,5.25,Directed,70438,,3
47,7.666666667,Directed,70448,,3
47,7.916666667,Directed,70450,,6
46,5.25,Directed,70462,,1
31,12.91666667,Directed,70492,,3
34,14.41666667,Directed,70498,,1
10,12.91666667,Directed,70504,,3
40,16.16666667,Directed,70508,,1
40,16.66666667,Directed,70509,,1
44,13.08333333,Directed,70514,,8
44,13.58333333,Directed,70515,,2
33,14.33333333,Directed,70521,,5
33,14.08333333,Directed,70522,,8
2,14.66666667,Directed,70527,,1
2,14.41666667,Directed,70528,,1
34,12.33333333,Directed,70532,,5
34,12.83333333,Directed,70533,,11
34,12.58333333,Directed,70534,,11
9,18.01666667,Directed,70538,,1
9,18.25833333,Directed,70540,,1
9,5.645360825,Directed,70541,,1
32,23.5,Directed,70544,,1
32,23.98333333,Directed,70545,,1
32,23.74166667,Directed,70546,,1
32,16.47380952,Directed,70547,,1
45,23.5,Directed,70550,,1
45,23.98333333,Directed,70551,,1
45,23.74166667,Directed,70552,,1
14,18.6,Directed,70556,,1
14,19.08333333,Directed,70557,,1
14,18.84166667,Directed,70558,,1
28,13.23333333,Directed,70563,,1
28,12.99166667,Directed,70564,,1
41,13.55,Directed,70568,,1
41,13.775,Directed,70570,,1
27,13.23333333,Directed,70574,,1
27,13.66666667,Directed,70575,,6
27,13.45,Directed,70576,,1
26,15.43333333,Directed,70581,,1
26,15.21666667,Directed,70582,,1
49,7.183333333,Directed,70587,,1
49,6.966666667,Directed,70588,,1
32,12.56666667,Directed,70592,,1
32,12.78333333,Directed,70594,,1
32,15.82777778,Directed,70595,,1
12,18.23333333,Directed,70598,,1
12,18.45,Directed,70600,,1
12,27.41757813,Directed,70601,,3
29,6.233333333,Directed,70604,,1
29,6.45,Directed,70606,,1
29,4.416666667,Directed,70611,,2
29,4.208333333,Directed,70612,,2
51,13.41666667,Directed,70617,,2
51,13.20833333,Directed,70618,,2
7,17.08333333,Directed,70634,,5
7,17.29166667,Directed,70636,,1
5,17.08333333,Directed,70646,,2
5,17.29166667,Directed,70648,,1
5,18.08333333,Directed,70652,,4
5,18.29166667,Directed,70654,,1
15,6.916666667,Directed,70659,,3
53,13.41666667,Directed,70665,,1
53,13.20833333,Directed,70666,,2
10,18.41666667,Directed,70671,,5
10,18.20833333,Directed,70672,,2
10,90.58680556,Directed,70673,,1
18,14.16666667,Directed,70677,,4
18,13.95833333,Directed,70678,,2
9,17.20833333,Directed,70684,,3
9,18.20833333,Directed,70690,,12
46,6.916666667,Directed,70695,,7
46,6.708333333,Directed,70696,,2
21,46,Directed,70698,,1
21,18.41666667,Directed,70701,,3
21,18.20833333,Directed,70702,,1
21,8.028525641,Directed,70703,,1
14,19.41666667,Directed,70707,,1
14,19.20833333,Directed,70708,,1
40,1,Directed,70711,,1
40,18.41666667,Directed,70713,,1
40,18.20833333,Directed,70714,,1
40,3.672794118,Directed,70715,,1
10,19.08333333,Directed,70718,,6
10,19.29166667,Directed,70720,,1
3,13.04166667,Directed,70726,,3
3,15.82777778,Directed,70727,,1
38,13.41666667,Directed,70731,,1
38,13.20833333,Directed,70732,,1
10,57,Directed,70734,,1
10,5.416666667,Directed,70736,,1
10,5.833333333,Directed,70737,,4
10,5.625,Directed,70738,,1
34,18.95833333,Directed,70744,,1
36,13.41666667,Directed,70748,,2
36,13.83333333,Directed,70749,,4
36,13.625,Directed,70750,,2
39,6.916666667,Directed,70755,,14
39,6.708333333,Directed,70756,,5
39,16.5,Directed,70760,,1
39,16.91666667,Directed,70761,,1
39,16.70833333,Directed,70762,,1
36,53,Directed,70776,,1
36,13.20833333,Directed,70780,,1
20,6.708333333,Directed,70786,,1
27,18.41666667,Directed,70803,,1
27,18.20833333,Directed,70804,,1
27,9.199315068,Directed,70805,,1
9,17.91666667,Directed,70815,,5
9,17.70833333,Directed,70816,,3
5,18.41666667,Directed,70833,,1
5,18.20833333,Directed,70834,,1
5,68.99486301,Directed,70835,,1
33,6.708333333,Directed,70840,,3
6,6.916666667,Directed,70851,,13
6,6.708333333,Directed,70852,,3
3,6.916666667,Directed,70869,,8
3,6.708333333,Directed,70870,,6
37,4.916666667,Directed,70905,,1
37,4.708333333,Directed,70906,,1
37,19.25,Directed,70910,,2
37,19.66666667,Directed,70911,,1
37,19.45833333,Directed,70912,,1
5,6.583333333,Directed,70916,,3
29,16.41666667,Directed,70923,,1
29,16.20833333,Directed,70924,,1
29,7.913888889,Directed,70925,,2
5,6.916666667,Directed,70929,,6
5,6.708333333,Directed,70930,,5
24,12.29166667,Directed,70936,,2
5,13.58333333,Directed,70940,,4
5,13.79166667,Directed,70942,,6
24,17.41666667,Directed,70947,,4
24,17.20833333,Directed,70948,,3
24,18.58333333,Directed,70970,,3
6,12.45833333,Directed,70978,,1
1,6.791666667,Directed,70984,,1
52,21.41666667,Directed,70989,,1
52,21.20833333,Directed,70990,,1
5,20.20833333,Directed,70996,,1
5,41.12184066,Directed,70997,,1
37,12.66666667,Directed,71001,,8
37,12.45833333,Directed,71002,,1
26,19.95833333,Directed,71008,,1
35,18.41666667,Directed,71013,,1
35,18.20833333,Directed,71014,,1
38,18.91666667,Directed,71019,,1
38,18.70833333,Directed,71020,,1
39,17.91666667,Directed,71025,,1
39,17.70833333,Directed,71026,,1
28,16.41666667,Directed,71037,,1
28,16.20833333,Directed,71038,,1
10,22.41666667,Directed,71043,,2
10,22.20833333,Directed,71044,,1
10,7.676076923,Directed,71045,,1
11,13.58333333,Directed,71048,,2
11,13.79166667,Directed,71050,,2
4,18.41666667,Directed,71055,,1
4,18.20833333,Directed,71056,,1
23,13.20833333,Directed,71062,,2
23,12.24827586,Directed,71063,,1
39,13.79166667,Directed,71068,,1
41,47,Directed,71070,,2
41,7.541666667,Directed,71074,,1
7,12.45833333,Directed,71080,,2
18,13.79166667,Directed,71086,,1
29,6.708333333,Directed,71098,,1
34,7.541666667,Directed,71104,,2
49,6.708333333,Directed,71110,,5
9,52.59285714,Directed,71135,,2
13,47,Directed,71136,,1
13,5.5,Directed,71138,,1
13,5.916666667,Directed,71139,,1
13,5.708333333,Directed,71140,,1
10,13.41666667,Directed,71151,,2
10,13.20833333,Directed,71152,,1
9,18.08333333,Directed,71156,,20
3,12.16666667,Directed,71162,,8
3,12.58333333,Directed,71163,,5
3,12.375,Directed,71164,,3
3,21.56277778,Directed,71165,,2
25,16.41666667,Directed,71175,,1
25,16.20833333,Directed,71176,,1
43,16.33333333,Directed,71180,,2
43,16.75,Directed,71181,,2
43,16.54166667,Directed,71182,,1
43,32.34416667,Directed,71183,,4
15,13.58333333,Directed,71186,,3
15,13.79166667,Directed,71188,,3
15,40.70925,Directed,71189,,2
26,12.45833333,Directed,71200,,1
26,17.79166667,Directed,71212,,1
4,6.708333333,Directed,71218,,2
19,12.66666667,Directed,71223,,4
19,12.45833333,Directed,71224,,1
24,13.41666667,Directed,71235,,1
24,13.20833333,Directed,71236,,1
24,7.03,Directed,71237,,1
26,13.20833333,Directed,71242,,1
51,18.41666667,Directed,71253,,1
51,18.20833333,Directed,71254,,1
51,6.991986301,Directed,71255,,1
28,6.916666667,Directed,71259,,4
28,6.708333333,Directed,71260,,3
34,18.41666667,Directed,71265,,5
34,18.20833333,Directed,71266,,3
10,19.16666667,Directed,71277,,15
10,18.95833333,Directed,71278,,1
20,17.25,Directed,71282,,1
20,17.66666667,Directed,71283,,1
20,17.45833333,Directed,71284,,1
25,12.45833333,Directed,71290,,2
40,14.16666667,Directed,71301,,2
26,18.20833333,Directed,71308,,2
21,19.41666667,Directed,71313,,1
21,19.20833333,Directed,71314,,1
18,19.16666667,Directed,71319,,3
18,18.95833333,Directed,71320,,2
18,11.46666667,Directed,71321,,3
9,6.916666667,Directed,71331,,3
9,6.708333333,Directed,71332,,2
24,18.45833333,Directed,71344,,1
42,18.20833333,Directed,71350,,1
32,18.70833333,Directed,71356,,2
34,16.20833333,Directed,71362,,1
32,17.41666667,Directed,71379,,1
32,17.20833333,Directed,71380,,1
25,18.20833333,Directed,71386,,2
32,18.41666667,Directed,71397,,3
32,18.20833333,Directed,71398,,2
31,17.41666667,Directed,71409,,1
31,17.20833333,Directed,71410,,1
31,9.496666667,Directed,71411,,1
45,17.41666667,Directed,71421,,2
45,17.20833333,Directed,71422,,2
23,18.41666667,Directed,71439,,1
23,18.20833333,Directed,71440,,1
31,17.91666667,Directed,71445,,2
31,17.70833333,Directed,71446,,1
24,19.41666667,Directed,71457,,1
24,19.20833333,Directed,71458,,1
2,17.41666667,Directed,71475,,2
2,17.20833333,Directed,71476,,2
9,16.41666667,Directed,71481,,4
9,16.20833333,Directed,71482,,3
10,16.41666667,Directed,71487,,3
10,16.20833333,Directed,71488,,3
53,13.58333333,Directed,71504,,2
53,13.79166667,Directed,71506,,2
28,6.791666667,Directed,71518,,1
28,18.58333333,Directed,71522,,1
28,18.79166667,Directed,71524,,1
28,18.08333333,Directed,71528,,2
28,18.29166667,Directed,71530,,1
42,5.541666667,Directed,71542,,1
8,12.45833333,Directed,71548,,3
